,Name,Price,Brand,Review counts,Review score,Product status,Company name,Link,RAM,RAM Type,Ratio RAM/€
0,"Lenovo IdeaPad 3 15ITL6, 15.6"" Full HD, Intel® Core™ i5-1135G7, 8GB RAM, 512GB SSD, Iris® Xe Graphics",545.0,LENOVO,7,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-lenovo-ideapad-3-15itl6-156-full-hd-intelr-coretm-i5-1135g7-8gb-ram-512gb-ssd-irisr-xe-graphics-windows-11-home-1537552.html,8,RAM1,0.014678899082568808
1,"Acer A315-56-304W, 15.6"" Full HD, Intel® Core™ i3-1005G1, 8GB RAM, 256GB SSD, Intel® UHD Graphics",459.0,ACER,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-acer-a315-56-304w-156-full-hd-intelr-coretm-i3-1005g1-8gb-ram-256gb-ssd-intelr-uhd-graphics-sin-sistema-operativo-1538541.html,8,RAM1,0.017429193899782137
2,"HP 15S-EQ1040NS, 15.6"" HD, AMD 3020e, 4GB, 128GB SSD, Gráficos AMD Radeon™",369.0,HP,5,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-hp-15s-eq1040ns-156-hd-amd-3020e-4-gb-128-gb-ssd-graficos-amd-radeontm-w11-s-plata-1522955.html,4,RAM1,0.01084010840108401
3,"82KD00ENSP LENOVO, 15,6"", Full-HD, AMD Ryzen 3 5300U (4C / 8T, 2.6 / 3.8GHz, 2MB L2 / 4MB L3), 8GB, 256GB",397.28,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-82kd00ensp-lenovo-156-full-hd-amd-ryzen-3-5300u-4c-8t-26-38ghz-2mb-l2-4mb-l3-8-gb-256-gb-integrada-windows-11-home-negro-98527548.html,8,RAM1,0.02013693113169553
4,"Acer Swift 3 SF314-511-525P, 14"" FHD, Intel® Core™ i5-1135G7, 16GB RAM, 512GB SSD, Iris® Xe",780.0,ACER,4,3.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-acer-swift-3-sf314-511-525p-14-fhd-intelr-coretm-i5-1135g7-16-gb-ram-512-gb-ssd-irisr-xe-w11-1527965.html,16,RAM2,0.020512820512820513
5,"Netbook Pro PRIXTON, 14,1"", UHD 4K, Intel Celeron Gemini Lake N4020, 4GB, 64GB, Intel® UHD Graphics 600",194.95,PRIXTON,4,3.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-prixton-netbook-pro-141--intel-ce-87140865.html,4,RAM1,0.0205180815593742
6,"Samsung Chromebook 44GB 32GB 11.6"" 12H OS Platinium SAMSUNG, 11,6"", UHD 4K, Intel® Celeron® N4000, 4GB, 32GB, Chrome OS Platinum Titan",215.4,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-samsung-chromebook-4--4gb-32gb-116-12-94144827.html,4,RAM1,0.018570102135561744
7,"Acer Aspire 3 A315-34-C6NM, 15.6"" FHD, Intel® Celeron® N4020, 8GB RAM, 256GB SSD, UHD 600",280.0,ACER,4,2.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-acer-aspire-3-a315-34-c6nm-156-fhd-intelr-celeronr-n4020-8-gb-ram-256-gb-ssd-uhd-600-fdos-1526251.html,8,RAM1,0.02857142857142857
8,"VOOM LAPTOP PRO - INNJOO, 14,1"", Intel Celeron N3350, 6GB, 128GB, Intel® HD 500",209.99,INNJOO,1,4.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-innjoo-voom-laptop-pro-141--intel-92487925.html,6,RAM1,0.028572789180437163
9,"82C3001WSP LENOVO, 15,6"", Full-HD, Celeron, 8GB, 256GB, Intel UHD Graphics integrada",324.88,LENOVO,5,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-82c3001wsp-lenovo-156--full-hd-c-94561470.html,8,RAM1,0.02462447672986949
10,"ASUSF515JA-EJ1098, 15.6"" Full HD, Intel® Core™ i3-1005G1, 8GB RAM, 256GB SSD, Intel® UHD Graphics",449.0,ASUS,6,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-asus-f515ja-ej1098-156-full-hd-intel®-core-i3-1005g1-8gb-ram-256gb-ssd-intel®-uhd-graphics-sin-sistema-operativo-1539810.html,8,RAM1,0.017817371937639197
11,"F415EA-EK1464 ASUS, 14"", Full-HD, Intel® Core™ i3-1115G4, 8GB, 256GB, Intel® UHD Graphics, FreeDOS)  transparente",359.0,ASUS,1,5.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-f415ea-ek1464-asus-14-full-hd-intelr-coretm-i3-1115g4-8-gb-256-gb-intelr-uhd-graphics-freedos-sin-sistema-operativo-plata-transparente-97609668.html,8,RAM1,0.022284122562674095
12,"PO15HP128 HEWLETT PACKARD, 15,6"", Full-HD, Intel Core, 16GB, 512GB, Iris Xe",640.11,HP,18,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-po15hp128-hp-156-full-hd-intel-core-16-gb-512-gb-iris-xe-windows-11-home-plata-98527867.html,16,RAM2,0.02499570386339848
13,"VOOM MAX BLK INNJOO, 14,1"", HD, Intel® Celeron® Processor N3350, 6GB, 64GB, Intel® HD Graphics 500, WINDOWS 10 HOME NEGRO",199.99,INNJOO,2,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-voom-max-blk-innjoo-141--intel-c-88106503.html,6,RAM1,0.03000150007500375
14,"Lenovo IdeaPad 1 15ADA7, 15.6"" Full HD, AMD Ryzen™ 5 3500U, 8GB RAM, 512GB SSD, Radeon™ Vega 8 Graphics",569.0,LENOVO,1,5.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-lenovo-ideapad-1-15ada7-156-full-hd-amd-ryzentm-5-3500u-8gb-ram-512gb-ssd-radeontm-vega-8-graphics-windows-11-home-1535464.html,8,RAM1,0.014059753954305799
15,"4710886021841 ACER, 15,6"", Full-HD, Intel Core, 8GB, 256GB, Intel® HD Graphics 600",303.92,ACER,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-4710886021841-acer-156-full-hd-intel-core-8-gb-256-gb-intelr-hd-graphics-600-windows-10-home-negro-98528397.html,8,RAM1,0.026322716504343247
16,"VivoBook F1500EA-EJ2368 ASUS, 15,6"", Full-HD, Intel® Core™ i7-1165G7, 8GB, 512GB, Intel® Iris Xe Graphics, FreeDOS)  Indie",559.0,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-vivobook-f1500ea-ej2368-asus-156-full-hd-intelr-coretm-i7-1165g7-8-gb-512-gb-intelr-iris-xe-graphics-freedos-sin-sistema-operativo-negro-indie-97609730.html,8,RAM1,0.014311270125223614
17,"13U70Q-G.AR55B LG, 13"", AMD Ryzen 7 5700U, 16GB, 512GB, AMD Radeon Graphics",638.76,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-13u70q-gar55b-lg-13-amd-ryzen-7-5700u-16-gb-512-gb-amd-radeon-graphics-windows-11-home-blanco-99171038.html,16,RAM2,0.025048531529839064
18,"82KB013SSP LENOVO, 15,6"", Full-HD, Intel Core, 16GB, 1 TB",820.88,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-82kb013ssp-lenovo-156-full-hd-intel-core-16-gb-1-tb-integrada-windows-11-home-negro-98527424.html,16,RAM2,0.01949127765325017
19,"A1PYS44E1144 TOSHIBA, 15,6"", Full-HD, Intel® Core™ i7, 16GB, 512GB, Intel® Iris® Xe, FreeDOS ",635.97,TOSHIBA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-a1pys44e1144-toshiba-156-full-hd-intelr-coretm-i7-16-gb-512-gb-intelr-irisr-xe-freedos-blanco-98529814.html,16,RAM2,0.025158419422299794
20,"82C3008XSP LENOVO, 15,6"", Full-HD, Intel® Celeron®, 8GB, 256GB, Intel® UHD, FreeDOS ",286.28,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-82c3008xsp-lenovo-156-full-hd-intelr-celeronr-8-gb-256-gb-intelr-uhd-freedos-gris-98528594.html,8,RAM1,0.027944669554282524
21,"NX.A7WEB.002 ACER, 14"", UHD 4K, Intel® Celeron®, 4GB, 64GB, Intel® UHD",252.72,ACER,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-nxa7web002-acer-14-uhd-4k-intelr-celeronr-4-gb-64-gb-intelr-uhd-windows-11-home-azul-99079958.html,4,RAM1,0.015827793605571384
22,"15s-fq3013ns HP, 15,6"", Intel Celeron, 8GB, 256GB, Intel UHD Graphics, Window 11 Home ",372.82,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-15s-fq3013ns-hp-156-intel-celeron-8-gb-256-gb-intel-uhd-graphics-window-11-home-blanco-99170963.html,8,RAM1,0.021458076283461188
23,"Lenovo IdeaPad 1 14ADA7, 14"" Full HD, AMD 3020e, 4GB RAM, 256GB SSD, Radeon™ Graphics",329.0,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-lenovo-ideapad-1-14ada7-14-full-hd-amd-3020e-4gb-ram-256gb-ssd-radeontm-graphics-sin-sistema-operativo-1536986.html,4,RAM1,0.0121580547112462
24,"IdeaPad 3 Gen 6 LENOVO, 15,6"", Intel Core i5-1135G7, 8GB, 512GB, Intel Iris Xe Graphics ",645.37,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-ideapad-3-gen-6-lenovo-156-intel-core-i5-1135g7-8-gb-512-gb-intel-iris-xe-graphics-sin-sistema-operativo-gris-99171239.html,8,RAM1,0.012395989897268233
25,"15 B12M-043XES MSI, 15,6"", Full-HD, Intel® Core™ i7, 16GB, 1 TB, Intel Iris Xe Graphics, FreeDOS ",1027.84,MSI,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-15-b12m-043xes-msi-156-full-hd-intelr-coretm-i7-16-gb-1-tb-no-disponible-freedos-negro-99117911.html,16,RAM2,0.015566625155666253
26,"Stealth 17M MSI, 17,3"", Intel Core i7-1280P, 32GB, 1 TB, NVIDIA GeForce RTX 3060, Window 11 ",2096.3,MSI,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-stealth-17m-msi-173-intel-core-i7-1280p-32-gb-1-tb-nvidia-geforce-rtx-3060-window-11-negro-99171380.html,32,RAM3,0.015264990697896292
27,"Surface Laptop 4 MICROSOFT, 13,5"", Intel Core i7-1185G7, 16GB, 256GB, Intel Iris Xe Graphics",1360.83,MICROSOFT,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-surface-laptop-4-microsoft-135-intel-core-i7-1185g7-16-gb-256-gb-intel-iris-xe-graphics-windows-10-pro-negro-99170928.html,16,RAM2,0.011757530330754025
28,"HP 15S-FQ5048NS , 15.6"" Full HD, Intel® Core™ i7-1255U, 16GB RAM, 512GB SSD, Iris® Xᵉ",899.0,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-hp-15s-fq5048ns-156-full-hd-intel®-coretm-i7-1255u-16gb-ram-512gb-ssd-iris®-xᵉ-w11-home-1540731.html,16,RAM2,0.017797552836484983
29,"82KB013QSP LENOVO, 15,6"", Full-HD, Intel Core, 16GB, 512GB, Intel Iris Xe Graphics",710.94,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-82kb013qsp-lenovo-156-full-hd-intel-core-16-gb-512-gb-no-disponible-windows-11-home-negro-98527581.html,16,RAM2,0.02250541536557234
30,"Apple MacBook Air (2020), 13.3"" Retina, Chip M1 de Apple, 8GB, 256GB SSD, MacOS,  ",1102.0,APPLE,31,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_apple-macbook-air-2020-133-retina-chip-m1-de-apple-8-gb-256-gb-ssd-macos-teclado-magic-keyboard-touch-id-gris-espacial-1492434.html,8,RAM1,0.007259528130671506
31,"HP 15s-fq4013ns, 15.6"" Full HD, Intel® Core™ i7-1195G7, 8GB RAM, 512GB SSD,Iris® Xᵉ",799.0,HP,20,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-hp-15s-fq4013ns-156-full-hd-intel®-coretm-i7-1195g7-8gb-ram-512gb-ssd-iris®-xᵉ-w11-home-plata-1534158.html,8,RAM1,0.010012515644555695
32,"HP 15S-FQ2150NS, 15.6"" FHD, Intel® Core™ i3-1115G4, 8GB RAM, 256GB SSD, UHD Graphics, ",449.0,HP,8,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-hp-15s-fq2150ns-156-fhd-intel®-coretm-i3-1115g4-8gb-ram-256gb-ssd-uhd-graphics-sin-sistema-operativo-plata-1528160.html,8,RAM1,0.017817371937639197
33,"ASUS Chromebook CX1400CNA-EK0179, 14"" Full-HD, Intel® Celeron® N3350, 8GB, 64GB,Chrome OS",249.0,ASUS,2,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-asus-chromebook-cx1400cna-ek0179-14-full-hd-intelr-celeronr-n3350-8-gb-64-gb-chrome-os-1531048.html,8,RAM1,0.0321285140562249
34,"Huawei MateBook D15 2021, Intel® Core™ i5-1135G7,15,6"", Full HD, 8GB RAM,512GB SSD, Intel® Iris® Xe",676.0,HUAWEI,5,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-huawei-matebook-d-15-2021-intelr-coretm-i5-1135g7-8gb512gb-intelr-irisr-xe-windows-11-plata-1522176.html,8,RAM1,0.011834319526627219
35,"HP Chromebook 11 X360 MK G3, 11.6"" HD, MediaTek MT8183, 4GB RAM, 32GB eMMC, Chrome OS",249.0,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-hp-chromebook-11-x360-mk-g3-116-hd-mediatek-mt8183-4gb-ram-32gb-emmc-mediatek-chrome-os-1504894.html,4,RAM1,0.01606425702811245
36,"Samsung Galaxy Book2, 15.66"" Full HD, Intel® Core™ i5-1235U, 8GB RAM, 512GB SSD, Iris® Xᵉ",799.0,SAMSUNG,7,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-samsung-galaxy-book2-1566-full-hd-intelr-coretm-i5-1235u-8gb-ram-512gb-ssd-irisr-x-windows-11-home-1530669.html,8,RAM1,0.010012515644555695
37,"4710886939610 ACER, 14"", Full-HD, Intel Core, 8GB, 256GB, Intel® UHD, FreeDOS ",329.52,ACER,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-4710886939610-acer-14-full-hd-intel-core-8-gb-256-gb-intelr-uhd-freedos-negro-98530902.html,8,RAM1,0.024277737314882253
38,"VivoBook F1400EA-EK1543W ASUS, 14"", Full-HD, Intel® Core™ i3-1115G4, 8GB, 256GB, Intel® UHD Graphics",399.0,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-vivobook-f1400ea-ek1543w-asus-14-full-hd-intelr-coretm-i3-1115g4-8-gb-256-gb-intelr-uhd-graphics-windows-11-home-s-negro-indie-97609674.html,8,RAM1,0.020050125313283207
39,"Samsung Galaxy Book GO, 14"" FHD, Qualcomm® 7C Pro 2nd Gen, 4GB RAM, 128GB UFS, Adreno",423.0,SAMSUNG,2,5.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-samsung-galaxy-book-go-14-fhd-qualcommr-7c-pro-2nd-gen-4gb-ram-128gb-ufs-adreno-w11s-silver-1530667.html,4,RAM1,0.009456264775413711
40,"F515EA-BQ1154W ASUS, 15,6"", Full-HD, Intel Core i5-1135G7, 8GB, 512GB, Intel Iris Xe Graphics",555.0,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-asus-f515ea-bq1154w-156--intel-co-94913599.html,8,RAM1,0.014414414414414415
41,"ASUSP1512CEA-EJ0085W, 15.6"" Full HD, Intel® Core™ i5-1135G7, 8GB RAM, 512GB SSD, SSD, Iris® Xe Graphics",599.0,ASUS,5,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-asus-p1512cea-ej0085w-156-full-hd-intelr-coretm-i5-1135g7-8gb-ram-512gb-ssd-ssd-irisr-xe-graphics-windows-11-home-1537812.html,8,RAM1,0.01335559265442404
42,"Convertible- Flex Pro PRIXTON, 11,6"", Full-HD, Intel Celeron N3350, 4GB, 4GB, HD Intel® 500",259.95,PRIXTON,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-convertible-prixton-flex-pro-116-87141577.html,4,RAM1,0.015387574533564147
43,"ASUSF515JA-BQ3700W, 15.6"" Full HD, Intel® Core™ i5-1035G1, 16GB RAM, 512GB SSD, Intel® UHD",749.0,ASUS,5,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-asus-f515ja-bq3700w-156-full-hd-intelr-coretm-i5-1035g1-16gb-ram-512gb-ssd-intelr-uhd-windows-11-home-1539809.html,16,RAM2,0.021361815754339118
44,"Apple MacBook Air (2022), 13,6"" Retina, Chip M2 de Apple, GPU 10 Núcleos, 8GB, 512GB SSD, macOS,  Espacial",1655.0,APPLE,1,4.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_apple-macbook-air-2022-136-retina-chip-m2-de-apple-gpu-10-nucleos-8-gb-512-gb-ssd-macos-teclado-magic-keyboard-touch-id-gris-espacial-1534477.html,8,RAM1,0.004833836858006042
45,"30033470 MEDION, 15,6"", Full-HD, AMD, 16GB, 512GB",542.79,MEDION,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-30033470-medion-156-amd-16-gb-512-gb-integrada-android-gris-98528352.html,16,RAM2,0.029477330090827026
46,"82KB013HSP HP, 15,6"", Full-HD, Intel Core, 8GB, 256GB, Intel® UHD, FreeDOS ",415.41,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-82kb013hsp-lenovo-156-full-hd-intel-core-8-gb-256-gb-intelr-uhd-freedos-negro-98530828.html,8,RAM1,0.019258082376447366
47,"Apple MacBook Air (2022), 13,6"" Retina, Chip M2 de Apple, GPU 10 Núcleos, 8GB, 512GB SSD, macOS, ",1655.0,APPLE,1,4.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_apple-macbook-air-2022-136-retina-chip-m2-de-apple-gpu-10-nucleos-8-gb-512-gb-ssd-macos-teclado-magic-keyboard-touch-id-plata-1534479.html,8,RAM1,0.004833836858006042
48,"Ordenador portátil- N1507P7 JETWING, 15,6"", Procesador Intel i7-7567U de 3.5a 4GHz, 8GB, 256GB, Intel integrada",452.35,JETWING,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_ordenador-porttil-jetwing-n1507p7-156--pr-90858099.html,8,RAM1,0.0176854205814082
49,"255 G8 HP, 15,6"", AMD 3020e, 8GB, 256GB, Gráficos AMD Radeon™",335.39,HP,2,4.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-hp-255-g8-156--amd-3020e-8-gb-2-93747831.html,8,RAM1,0.023852828050925787
50,"F515EA-EJ1858W ASUS, 15,6"", Full-HD, Intel® Core i7-1165G7, 8GB, 512GB, Intel Iris Xe Graphics",635.0,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-asus-f515ea-ej1858w-156--intel-c-92487926.html,8,RAM1,0.012598425196850394
51,"F515EA-BQ2036W ASUS, 15,6"", Intel® Corei3-1115G4, 8GB, 256GB, Intel® UHD Graphics",400.59,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-asus-f515ea-bq2036w-156--intel-c-92487916.html,8,RAM1,0.01997054344841359
52,"PROBOOK 430 G8 HP, 13,3"", Intel® Core™ i7-1165G7, 16GB, 512GB, Gráficos Intel® Iris® Xe",1186.1,HP,2,5.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-hp-probook-430-g8-133--intel-cor-92422012.html,16,RAM2,0.013489587724475172
53,"VivoBook F1500EA-EJ2367W ASUS, 15,6"", Full-HD, Intel® Core™ i5-1135G7, 16GB, 512GB, Intel® Iris Xe Graphics",629.0,ASUS,1,5.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-vivobook-f1500ea-ej2367w-asus-156-full-hd-intelr-coretm-i5-1135g7-16-gb-512-gb-intelr-iris-xe-graphics-windows-11-home-negro-indie-98289343.html,16,RAM2,0.025437201907790145
54,"Ordenador portátil- Primux Ioxbook 15CA Celeron N4000 8GB 256GB SSD 15.6"" Sin Sistema Operativo PRIMUX, 15,6"", Intel Celeron N4000, 8GB, 256GB, UHD Intel 600, No incluído  claro",280.76,PRIMUX,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_ordenador-porttil-primux-porttil-primux-ioxb-87564954.html,8,RAM1,0.028494087476848555
55,"IJ-VOOM LAPTOP-GRY INNJOO, 14,1"", HD, Intel® Celeron®, 4GB, 1 TB, Intel® HD Graphics 500",206.8,INNJOO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-ij-voom-laptop-gry-innjoo-141-hd-intelr-celeronr-4-gb-1-tb-intelr-hd-graphics-500-windows-10-home-gris-98511089.html,4,RAM1,0.01934235976789168
56,"ZENBOOK ASUS, 13,3"", Full-HD, Intel® Core™ i7, 16GB, 512GB, Iris Xe",1011.96,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-zenbook-asus-133-full-hd-intelr-coretm-i7-16-gb-512-gb-iris-xe-windows-11-home-gris-98530556.html,16,RAM2,0.01581090161666469
57,"Neox - THOMSON, 13"", Intel® Pentium APL N4200, 4GB, 64GB, Intel Graphics UHD",189.05,THOMSON,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-neox-thomson-13--intel-pentium-ap-94144844.html,4,RAM1,0.02115842369743454
58,"0195697479977 HP, 15,6"", Full-HD, Intel Core, 8GB, 512GB, Intel® UHD",561.16,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-2x7l4ea-hp-156--full-hd-i5-1135g-94302935.html,8,RAM1,0.014256183619645021
59,"PORTATIL ASUS P1512CEA-EJ0086X I5-1135G7 15.6"" 16GB SSD512GB WIFI BT W11PRO ASUS, 15,6"", Full-HD, Intel Core i5 i5-1135G7, 16GB, 512GB, Intel Iris Xe Graphics",721.31,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-asus-portatil-asus-p1512cea-ej0086x-i-94913603.html,16,RAM2,0.022181863553811815
60,"HP 15S-EQ2055NS HP, 15,6"", AMD Ryzen 3 5300U, 8GB, 512GB, Gráficos AMD Radeon",571.02,HP,1,5.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-hp-hp-15s-eq2055ns-156--amd-ryzen-92201500.html,8,RAM1,0.014010017162271024
61,"Netbook Pro PRIXTON, 15,6"", Full-HD, Intel Celeron N4020, 4GB, 128GB, UHD Intel 600",289.95,PRIXTON,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-prixton-netbook-pro-156--full-hd-88298195.html,4,RAM1,0.013795481979651665
62,"PROBOOK 450 G7 HP, 15,6"", Intel® Core™ i5-1135G7, 16GB, 512GB, SSD, GeForce® MX130",1003.58,HP,3,2.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-probook-450-g7-hp-156--intel-cor-88297862.html,16,RAM2,0.015942924330895395
63,"HP 15S-FQ2163NS HP, 15,6"", Full-HD, i3-1115G4, 8GB, 512GB, Intel UHD Graphics",535.52,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_porttil-hp-15s-fq2163ns-hp-156--i3-1115g4-92201505.html,8,RAM1,0.014938751120406334
64,"Dynabook Satellite Pro C40-G-13B, 14"" HD, Intel® Core™ i3-10110U, 8GB RAM, 256GB SSD, UHD Graphics",370.0,DYNABOOK,4,4.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-dynabook-satellite-pro-c40-g-13b-14-hd-intelr-coretm-i3-10110u-8gb-ram-256gb-ssd-uhd-graphics-windows-11-home-1535708.html,8,RAM1,0.021621621621621623
65,"Apple MacBook Air (2022), 13,6"" Retina, Chip M2 de Apple, GPU 8 Núcleos, 8GB, 256GB SSD, macOS, ",1348.0,APPLE,4,5.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_apple-macbook-air-2022-136-retina-chip-m2-de-apple-gpu-8-nucleos-8-gb-256-gb-ssd-macos-teclado-magic-keyboard-touch-id-negro-1534482.html,8,RAM1,0.005934718100890208
66,"Apple MacBook Air (2020), 13.3"" Retina, Chip M1 de Apple, 8GB, 256GB SSD, MacOS, Oro",1102.0,APPLE,31,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_apple-macbook-air-2020-133-retina-chip-m1-de-apple-8-gb-256-gb-ssd-macos-teclado-magic-keyboard-touch-id-oro-1492438.html,8,RAM1,0.007259528130671506
67,"Apple MacBook Air (2020), 13.3"" Retina, Chip M1 de Apple, 8GB, 256GB SSD, MacOS, ",1102.0,APPLE,31,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_apple-macbook-air-2020-133-retina-chip-m1-de-apple-8-gb-256-gb-ssd-macos-teclado-magic-keyboard-touch-id-plata-1492436.html,8,RAM1,0.007259528130671506
68,"Lenovo IdeaPad 5 14ITL05, 14"" Full HD, Intel® Core™ i7-1165G7, 16GB RAM, 512GB SSD, Iris® Xe Graphics",899.0,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-lenovo-ideapad-5-14itl05-14-full-hd-intelr-coretm-i7-1165g7-16gb-ram-512gb-ssd-irisr-xe-graphics-windows-11-home-1533135.html,16,RAM2,0.017797552836484983
69,"Acer Swift 1 SF114-34, 14"" FHD, Intel® Celeron®N4500, 8GB RAM, 128GB SSD, UHD Graphics",539.0,ACER,2,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-acer-swift-1-sf114-34-14-fhd-intelr-celeronr-processor-n4500-8gb-am-128gb-ssd-uhd-graphics-windows-11-home-1535154.html,8,RAM1,0.014842300556586271
70,"Samsung Galaxy Book2, 15.66"" Full HD, Intel® Core™ i7-1255U, 16GB RAM, 512GB SSD, Iris® Xᵉ",899.0,SAMSUNG,7,4.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-samsung-galaxy-book2-1566-full-hd-intelr-coretm-i7-1255u-16gb-ram-512gb-ssd-irisr-x-windows-11-home-1530670.html,16,RAM2,0.017797552836484983
71,"0196337430150 HP, 15,6"", Full-HD, Intel Core, 8GB, 512GB, Intel® Iris® Xe, FreeDOS ",564.04,HP,18,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_portatil-0196337430150-hp-156-full-hd-intel-core-8-gb-512-gb-intelr-irisr-xe-freedos-plata-98528899.html,8,RAM1,0.0141833912488476
