,Name,Price,Brand,Review counts,Review score,Product status,Company name,Link,Inches,Inches Type,Ratio Inches/€
70,"Monitor gaming - Optix MEG381CQR Plus MSI, 37,5"", UHD 4K, 1 ms, Displayport|HDMI|Jack Audio|USB, ",2232.96,MSI,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-optix-meg381cqr-plus-msi-375-uhd-4k-1-ms-displayportorhdmiorjack-audioorusb-negro-99126882.html,37.5,Inch2,0.016793852106620807
71,"Monitor - LS27BG400EUXEN SAMSUNG, 27"", Full-HD, 1 ms, Displayport|HDMI|USB, ",308.96,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ls27bg400euxen-samsung-27-full-hd-1-ms-displayportorhdmiorusb-negro-99126985.html,27.0,Inch3,0.08738995339202486
72,"Monitor gaming LS22F350FHRXEN - SAMSUNG, 22"", Full-HD, 5 ms, 1x D-Sub, 1x HDMI,, ",146.21,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-ls22f350fhrxen-samsung-22--f-94642658.html,22.0,Inch1,0.15046850420627864
73,"Monitor - Samsung Smart Monitor LS32BM801UUXEN M8, 32"" UHD 4K, 4 ms, 60 Hz, Bluetooth 4,2, 1 Micro HDMI 2,0, USB-C, Wi-Fi 5, ",699.0,SAMSUNG,5,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-samsung-smart-monitor-ls32bm801uuxen-m8-32-uhd-4k-4-ms-60-hz-bluetooth-42-1-micro-hdmi-20-usb-c-wi-fi-5-blanco-1531377.html,32.0,Inch2,0.045779685264663805
74,"Monitor gaming - Samsung Odyssey Neo G7 LS32BG750NUXEN, 32"", UHD 4K, 1 ms, 165 Hz, Curvo, ",1270.0,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-samsung-odyssey-neo-g7-ls32bg750nuxen-32-uhd-4k-1-ms-165-hz-curvo-negro-1537605.html,32.0,Inch2,0.025196850393700787
75,"Monitor - Xiaomi Mi Curved Gaming Monitor 34"", WQHD, 4 ms, 144 Hz, FreeSync, DisplayPort, HDMI , ",463.0,XIAOMI,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xiaomi-mi-curved-gaming-monitor-34-wqhd-4-ms-144-hz-freesync-displayport-hdmi-negro-1537670.html,34.0,Inch2,0.0734341252699784
76,"Monitor - 329P1H PHILIPS, 32"", UHD 4K, 4 ms, DVI|Displayport|Ethernet|HDMI|Jack Audio|RJ-45|USB|USB-C, ",678.56,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-329p1h-philips-32-uhd-4k-4-ms-dviordisplayportorethernetorhdmiorjack-audioorrj-45orusborusb-c-negro-98693471.html,32.0,Inch2,0.04715868898844613
77,"Monitor - VG2448 VIEWSONIC, 24"", Full-HD, 5 ms, DVI|Displayport|HDMI|USB|USB 3,0|VGA, ",211.73,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-vg2448-viewsonic-24-full-hd-5-ms-dviordisplayportorhdmiorusborusb-30orvga-negro-98692573.html,24.0,Inch1,0.11335191045199075
78,"Monitor - Peaq PMOS242-VFC, 24"", FHD, 5 ms, 75 Hz, HDMI 1,4/ 2x USB-A/ USB Type-C (15W)/ Jack 3,5 mm, ",129.0,PEAQ,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-peaq-pmos242-vfc-24-fhd-5-ms-75-hz-hdmi-14-2x-usb-a-usb-type-c-15w-jack-35-mm-negro-1534090.html,24.0,Inch1,0.18604651162790697
79,"Monitor - DELL-P2422H DELL, 23,8"", Full-HD, 5 ms, Displayport|HDMI|USB|USB 2,0|VGA, ",201.53,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-para-ordenador-dell-p2422h-dell-2382-96482370.html,23.8,Inch1,0.11809656130600904
80,"Monitor - MB166C ASUS, 15,6"", Full-HD, 25 ms, HDMI|USB, ",174.19,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-mb166c-asus-156-full-hd-25-ms-hdmiorusb-negro-98660520.html,15.6,Inch1,0.08955737987255295
81,"Monitor gaming - Extreme Gamer 32M2000C EXTREME GAMER, 32"", Full-HD, 1 ms, 2x HDMI 2,0/2,1, 1x DP 1,2a, 1x Earphon/Audio Out, /Rojo",259.0,EXTREME GAMER,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-extreme-gamer-32m2000c-extreme-gamer-32-full-hd-1-ms-2x-hdmi-2021-1x-dp-12a-1x-earphonaudio-out-negrorojo-98166795.html,32.0,Inch2,0.12355212355212356
82,"Monitor gaming - LS27AG300NUXEN SAMSUNG, 27"", Full-HD, 1 ms, Displayport|HDMI|USB, ",203.25,SAMSUNG,1,2.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-ls27ag300nuxen-samsung-27--f-94479980.html,27.0,Inch3,0.13284132841328414
83,"Monitor gaming - 32GN500B-AEU LG, 32"", Full-HD, 1 ms, HDMI x2, DisplayPort 1x, Salida auriculares,, ",213.88,LG,1,5.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-lg-32--full-hd-1-ms-hdmi-x-94459966.html,32.0,Inch2,0.14961660744342622
84,"Monitor - 24MP60G LG, 23,8"", HD, 3 s, Displayport|HDMI|USB|VGA, ",143.02,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-para-ordenador-24mp60g-b-lg-2382-full-hd-1-ms-hdmi-dvi-d-audio-multicolor-96920072.html,23.8,Inch1,0.16641029226681583
85,"Monitor gaming - 90LM07C3-B01470 ASUS, 23,8"", Full-HD, 1 ms, HDMI|USB|VGA, ",137.3,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-90lm07c3-b01470-asus-238-full-hd-1-ms-hdmiorusborvga-negro-95806112.html,23.8,Inch1,0.1733430444282593
86,"Monitor gaming L27e-30(C20270FL0) - LENOVO, 27"", Full-HD, 4 ms, 1 x HDMI 1,4, 1 x VGA, 1 x Audio Out (3,5 mm), ",152.8,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-lenovo-27--full-hd-4-ms-1-94642431.html,27.0,Inch3,0.17670157068062825
87,"Monitor gaming - LS27AM501NUXEN SAMSUNG, 27"", Full-HD, 8 ms, 2x HDMI, 2x USB Hub, Wifi5, BT 4,2, ",235.69,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-samsung-27--full-hd-8-ms-2-94642607.html,27.0,Inch3,0.11455725741440027
88,"Monitor - Samsung LS27A400UJUXEN, 27"", Full-HD, 5 ms, 75 Hz, USB tipo C, HDMI, ",259.0,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-samsung-ls27a400ujuxen-27-full-hd-5-ms-75-hz-usb-tipo-c-hdmi-negro-1542469.html,27.0,Inch3,0.10424710424710425
89,"Monitor - NXM27FHD01 NILOX, 27"", Full-HD, 5 ms, HDMI|USB|VGA, ",147.48,NILOX,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-nxm27fhd01-nilox-27-full-hd-5-ms-hdmiorusborvga-negro-98694202.html,27.0,Inch3,0.18307567127746135
90,"Monitor - 27mq HP, 27"", QHD, 5 ms, HDMI, VGA, ",289.34,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-27mq-hp-27-vga-5-ms-hdmi-vga-negro-98924455.html,27.0,Inch3,0.09331582221607798
91,"Monitor - Z25xs G3 HP, 25"", QHD, 14 ms, HDMI 2,0, DisplayPort, USB Type-C, VGA, ",619.39,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-z25xs-g3-hp-24-qhd-14-ms-hdmi-20-displayport-usb-type-c-vga-gris-98924460.html,25.0,Inch1,0.04036229193238509
92,"Monitor - F24T450FZU SAMSUNG, 24"", Full-HD, 5 ms, Displayport|HDMI|USB, ",189.21,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-f24t450fzu-samsung-24-full-hd-5-ms-displayportorhdmiorusb-negro-98691719.html,24.0,Inch1,0.12684319010623116
93,"Monitor - XUB2492HSU-W1 IIYAMA, 24"", Full-HD, 5 ms, DVI|Displayport|Ethernet|HDMI|USB|USB 2,0|VGA, ",205.78,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xub2492hsu-w1-iiyama-24-full-hd-5-ms-dviordisplayportorethernetorhdmiorusborusb-20orvga-blanco-98692741.html,24.0,Inch1,0.11662941004956749
94,"Monitor - G-Master Red Eagle G2770HSU IIYAMA, 27"", Full-HD, 0,8 ms, DVI|Displayport|HDMI|Jack Audio|USB|USB 2,0, ",208.29,IIYAMA,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-g-master-red-eagle-g2770hsu-iiyama-27-full-hd-8-ms-dviordisplayportorhdmiorjack-audioorusborusb-20-negro-98691981.html,27.0,Inch3,0.12962696240818092
95,"Monitor - 27B2AM AOC, 27"", Full-HD, 4 ms, DVI|HDMI|Jack Audio|USB|VGA, ",172.38,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-27b2am-aoc-27-full-hd-4-ms-dviorhdmiorjack-audioorusborvga-negro-98693148.html,27.0,Inch3,0.15663069961712497
96,"Monitor - DELL-P2222H DELL, 22"", Full-HD, 5 ms, Displayport|HDMI|USB|VGA, ",216.16,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-p2222h-dell-22-full-hd-5-ms-displayportorhdmiorusborvga-negro-98691804.html,22.0,Inch1,0.10177646188008882
97,"Monitor - LS27A800NMUXEN SAMSUNG, 27"", UHD 4K, 5 ms, Displayport|HDMI|USB|USB 2,0, ",374.9,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ls27a800nmuxen-samsung-27-uhd-4k-5-ms-displayportorhdmiorusborusb-20-negro-98691309.html,27.0,Inch3,0.0720192051213657
98,"Monitor - G32QC A-EK GIGABYTE, 31,5"", WQHD, 1 ms, Displayport|HDMI|USB|USB 3,0, ",321.67,GIGABYTE,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-g32qc-a-ek-gigabyte-315-wqhd-1-ms-displayportorhdmiorusborusb-30-negro-98855253.html,31.5,Inch2,0.09792644635806882
99,"Monitor - Opitx MAG301CR2 MSI, 29,5"", QHD, 1 ms, DVI|Displayport|HDMI|USB|USB-C, ",350.56,MSI,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-opitx-mag301cr2-msi-295-qhd-1-ms-dviordisplayportorhdmiorusborusb-c-negro-98662325.html,29.5,Inch2,0.08415107256960291
100,"Monitor - 20VM0-GG27QCABT-1EKR GIGABYTE, 27"", WQHD, 1 ms, DVI|Displayport|HDMI|USB|USB 3,0, ",350.28,GIGABYTE,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-20vm0-gg27qcabt-1ekr-gigabyte-27-wqhd-1-ms-dviordisplayportorhdmiorusborusb-30-negro-98855321.html,27.0,Inch3,0.07708119218910586
101,"Monitor gaming - VA2432-h VIEWSONIC, 24"", Full-HD, 4 ms, DVI|HDMI|USB|VGA, ",121.91,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-va2432-h-viewsonic-24-full-hd-4-ms-dviorhdmiorusborvga-negro-98663908.html,24.0,Inch1,0.1968665408908211
102,"Monitor - HP M27fw FHD HSD-0091-K HP, 27"", Full-HD, 5 ms, HDMI|USB|VGA, , ",220.95,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-hp-m27fw-fhd-hsd-0091-k-hp-27-full-hd-5-ms-hdmiorusborvga-plata-blanco-98663115.html,27.0,Inch3,0.12219959266802445
103,"Monitor - UM,HB2EE,001 ACER, 27"", Full-HD, 1 ms, DVI|HDMI|USB|VGA, ",222.33,ACER,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-umhb2ee001-acer-27-full-hd-1-ms-dviorhdmiorusborvga-negro-98660601.html,27.0,Inch3,0.12144110106598299
104,"Monitor - EliteDisplay E271i HP, 27"", Full-HD, 7 ms, USB, VGA, DVI, , ",224.71,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-elitedisplay-e271i-hp-27-full-hd-7-ms-usb-vga-dvi-negro-plata-98882434.html,27.0,Inch3,0.12015486627208402
105,"Monitor gaming - OPTIX G24C6P MSI, 23,6"", Full-HD, 1 ms, HDMI|USB, ",261.35,MSI,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-optix-g24c6p-msi-236-full-hd-1-ms-hdmiorusb-negro-98661554.html,23.6,Inch1,0.09030036349722594
106,"Monitor - 20VM0-AFI27QPBA-1EKR GIGABYTE, 27"", QHD, 1 ms, DVI|Displayport|HDMI|USB|USB 2,0, ",956.16,GIGABYTE,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-20vm0-afi27qpba-1ekr-gigabyte-27-qhd-1-ms-dviordisplayportorhdmiorusborusb-20-negro-98855237.html,27.0,Inch3,0.028237951807228916
107,"Monitor gaming - MSI Optix G241V, 23,8"" Full HD, 4 ms, 75 Hz, FreeSync, DisplayPort, HDMI, ",151.0,MSI,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-msi-optix-g241v-23-8-full-hd-4-ms-75-hz-freesync-displayport-hdmi-negro-1500917.html,23.8,Inch1,0.1576158940397351
108,"Monitor gaming - Asus TUF Gaming VG24VQE, 23,6"" FHD, Curvo, VA, 1 ms, 165 Hz, FreeSync™, AdaptiveSync, ",210.0,ASUS,1,1.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-asus-tuf-gaming-vg24vqe-23-6-fhd-curvo-va-1-ms-165-hz-freesync™-adaptivesync-negro-1503894.html,23.6,Inch1,0.11238095238095239
109,"Monitor - ASUS ProArt PA148CTV, 14"" FHD, Táctil, LED, IPS, 5ms, 240Hz, ProArt Palette, USB-C, MicroHDMI, ",429.0,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-asus-proart-pa148ctv-14-fhd-táctil-led-ips-5ms-240hz-proart-palette-usb-c-microhdmi-negro-1506934.html,14.0,Inch1,0.03263403263403263
110,"Monitor - Huawei Display 23,8"" 75Hz, Full View 1080p, 5 ms, Inclinable, 1000:1, 250 cd/m², VGA, HDMI, ‎",148.0,HUAWEI,1,5.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-huawei-display-238-60hz-full-view-1080p-5-ms-inclinable-10001-250-cdm-vga-hdmi-negro-1516284.html,23.8,Inch1,0.1608108108108108
111,"Monitor gaming - Samsung Odyssey Neo G8 LS32BG850NUXEN, 32"", UHD 4K, 1 ms, 240 Hz, ",1499.0,SAMSUNG,1,1.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-samsung-odyssey-neo-g8-ls32bg850nuxen-32-uhd-4k-1-ms-240-hz-blanco-1536972.html,32.0,Inch2,0.02134756504336224
112,"Monitor gaming - HP 25x, 24,5"", Full HD, 144 Hz, 1 ms, ",269.0,HP,4,3.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-hp-25x-24-5-full-hd-144-hz-1-ms-negro-1472922.html,24.5,Inch1,0.09107806691449814
113,"Monitor Gaming - V24I HP, 23,8"", Full-HD, 5 ms, Conector USB incorporado",159.3,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-hp-238--full-hd-5-ms-cone-94792755.html,23.8,Inch1,0.14940364092906466
114,"Monitor - 27MP60G-B LG, 27"", Full-HD, 3 s, Displayport|HDMI|USB|VGA, ",172.75,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-para-ordenador-27mp60g-b-lg-27-full-hd-3-s-hdmi-dvi-d-audio-multicolor-96985778.html,27.0,Inch3,0.15629522431259044
115,"Monitor gaming - UMHV7EE004 ACER, 27"", Full-HD, 4 ms, DVI|Displayport|HDMI|USB|VGA, ",167.5,ACER,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-4713883600774-acer-27--full--92691192.html,27.0,Inch3,0.16119402985074627
116,"Monitor gaming - 8806091246424 LG, 27"", UHD 4K, 5 ms, 2x HDMI 2,0, ",309.03,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-8806091246424-lg-27--uhd-4k-94642249.html,27.0,Inch3,0.08737015823706437
117,"Monitor gaming - 223V5LSB2/10 PHILIPS, 21,5"", Full-HD, 5 ms, DVI|HDMI|USB|VGA, ",108.64,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-223v5lsb2-philips-215--full-94642429.html,21.5,Inch1,0.19790132547864506
118,"Monitor gaming Modern MD241P - MSI, 24"", Full-HD, 5 ms, 1x USB-C, 1x HDMI, Adaptor AC, Manual de usuario, ",184.63,MSI,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-msi-24--full-hd-5-ms-1x-us-88086823.html,24.0,Inch1,0.1299897091480258
119,"Monitor - HP 27F, 27"" FHD, IPS, 5 ms, Micro-borde, Antirreflectante, Ultradelgada, HDMI, VGA",180.0,LG,56,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-hp-27f-27-fhd-ips-5-ms-micro-borde-antirreflectante-ultradelgada-hdmi-vga-1436667.html,27.0,Inch3,0.15
120,"Monitor Gaming - Monitor Dell E2722H DELL, 27"", Full-HD, 8 ms, USB: NO",188.66,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-dell-27--full-hd-8-ms-usb-92998221.html,27.0,Inch3,0.14311459768896428
121,"Monitor Gaming - LC24RG50FZRXEN SAMSUNG, 24"", Full-HD, 4 ms, 2x HDMI, 1x DisplayPort, 1x Entrada auriculares, ",167.39,SAMSUNG,1,1.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-samsung-24--full-hd-4-ms-2-94459961.html,24.0,Inch1,0.14337774060577096
122,"Monitor gaming - MO32AS26 ASUS, 31,5"", WQHD, 1 ms, Bluetooth|Displayport|HDMI|USB, ",427.8,ASUS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-vg32vqr-asus-315--wqhd-1-m-95806890.html,31.5,Inch2,0.07363253856942496
123,"Monitor - Samsung LS24A600UCUXEN, 24"" WQHD, 5 ms, 75 Hz, AMD FreeSync™, Mega Contrast, HDR10, ",319.0,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_samsung-ls24a600ucuxen-2560-x-1440-1510339.html,24.0,Inch1,0.07523510971786834
124,"Monitor Gaming Dell S2721HS - DELL, 27"", Full-HD, 4 ms, Conector USB incorporado",188.05,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-dell-27--full-hd-4-ms-cone-92998233.html,27.0,Inch3,0.14357883541611272
125,"Monitor gaming - 4038986144995 AOC, 23"", Full-HD, 5 ms, 2x HDMI, VGA (D-Sub), ",125.49,AOC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-4038986144995-aoc-236--full-93118202.html,23.0,Inch1,0.1832815363774006
126,"Monitor - XL2411K BENQ, 24"", Full-HD, 1 ms, DVI|Displayport|HDMI|Jack Audio|USB, ",198.05,BENQ,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-xl2411k-benq-24-full-hd-1-ms-dviordisplayportorhdmiorjack-audioorusb-negro-98693835.html,24.0,Inch1,0.12118151981822771
127,"Monitor - LS24A400VEUXEN SAMSUNG, 24"", Full-HD, 5 ms, Displayport|HDMI|USB|USB 3,0|VGA, ",191.43,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ls24a400veuxen-samsung-24-full-hd-5-ms-displayportorhdmiorusborusb-30orvga-negro-98691915.html,24.0,Inch1,0.12537219871493496
128,"Monitor - DELL-S2721QS DELL, 27"", SUHD 4K, 5 ms, DVI|Displayport|HDMI|USB|USB 3,0|VGA, ",387.28,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-s2721qs-dell-27-suhd-4k-5-ms-dviordisplayportorhdmiorusborusb-30orvga-gris-98693093.html,27.0,Inch3,0.06971700061970668
129,"Monitor - 61C3MAT6EU LENOVO, 22"", VGA, 6 ms, Bluetooth|DVI|Displayport|Ethernet|HDMI|USB|VGA|WiFi, ",204.08,LENOVO,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-61c3mat6eu-lenovo-22-vga-6-ms-bluetoothordviordisplayportorethernetorhdmiorusborvgaorwifi-negro-98691138.html,22.0,Inch1,0.10780086240689925
130,"Monitor - 40WP95C-W LG, 39,7"", UHD 5K, 5 ms, Bluetooth|DVI|Displayport|HDMI|USB|USB-C|VGA, ",1687.64,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-40wp95c-w-lg-397-uhd-5k-5-ms-bluetoothordviordisplayportorhdmiorusborusb-corvga-negro-98693660.html,39.7,Inch2,0.023523974307316727
131,"Monitor - M28U-EK GIGABYTE, 28"", UHD 4K, 1 ms, Displayport|HDMI|USB|USB-C, ",640.04,GIGABYTE,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-m28u-ek-gigabyte-28-uhd-4k-1-ms-displayportorhdmiorusborusb-c-negro-98694218.html,28.0,Inch2,0.04374726579588776
132,"Monitor - 34WQ65X-W LG, 34"", QHD, 5 ms, Displayport|HDMI|USB, ",345.59,LG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-34wq65x-w-lg-electronics-34-qhd-5-ms-displayportorhdmiorusb-negro-98694157.html,34.0,Inch2,0.09838247634480166
133,"Monitor - 11572766000 SAMSUNG, 24"", WUXGA, 5 ms, DVI|Displayport|HDMI|USB|USB 2,0, ",186.8,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-11572766000-samsung-24-full-hd-5-ms-dviordisplayportorhdmiorusborusb-20-negro-98691509.html,24.0,Inch1,0.1284796573875803
134,"Monitor - 271V8LA PHILIPS, 27"", Full-HD, 4 ms, HDMI|USB, ",154.86,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-271v8la-philips-27-full-hd-4-ms-hdmiorusb-negro-98693071.html,27.0,Inch3,0.17435102673382408
135,"Monitor gaming - 2V6B4E9#ABB HP, 27"", Full-HD, 1 ms, Displayport|HDMI|USB, ",228.3,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-2v6b4e9abb-hp-27-full-hd-1-ms-displayportorhdmiorusb-negro-98693848.html,27.0,Inch3,0.11826544021024966
136,"Monitor - 1A7E4AA HP, 21"", Full-HD, 5 ms, DVI|Displayport|HDMI|USB|VGA, ",151.61,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-1a7e4aa-hp-21-full-hd-5-ms-dviordisplayportorhdmiorusborvga-negro-98691741.html,21.0,Inch1,0.1385132906800343
137,"Monitor - DELL-E2422H DELL, 24"", Full-HD, 5 ms, Displayport|HDMI|USB|VGA, ",172.63,DELL,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-dell-e2422h-dell-24-full-hd-5-ms-displayportorhdmiorusborvga-negro-98691786.html,24.0,Inch1,0.13902566182007764
138,"Monitor - LS32AG550E SAMSUNG, 32"", WQHD, 0 ms, Displayport|HDMI|USB, ",335.56,SAMSUNG,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ls32ag550e-samsung-32-wqhd-0-ms-displayportorhdmiorusb-negro-98693937.html,32.0,Inch2,0.09536297532483014
139,"Monitor gaming - VX2718-2KPC-mhd VIEWSONIC, 27"", WQHD, 1 ms, DVI|Displayport|HDMI|USB, ",240.26,VIEWSONIC,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-vx2718-2kpc-mhd-viewsonic-27-wqhd-1-ms-dviordisplayportorhdmiorusb-negro-98692378.html,27.0,Inch3,0.11237825688837094
140,"Monitor - LS32BM80BUUXEN SAMSUNG, 32"", UHD 4K, 4 ms, Bluetooth|HDMI|USB|USB-C|WiFi, Azul, ",793.45,SAMSUNG,5,4.5,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-ls32bm80buuxen-samsung-32-uhd-4k-4-ms-bluetoothorhdmiorusborusb-corwifi-azul-blanco-98691737.html,32.0,Inch2,0.040330203541495996
141,"Monitor - 189T0AA HP, 23"", Full-HD, 5 ms, DVI|Displayport|HDMI|USB|USB-C|VGA, ",274.92,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-189t0aa-hp-23-full-hd-5-ms-dviordisplayportorhdmiorusborusb-corvga-negro-98691798.html,23.0,Inch1,0.08366070129492216
142,"Monitor - BE279QSK ASUS, 27"", Full-HD, 5 ms, Displayport|HDMI|USB|VGA, ",308.16,ASUS,1,5.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-be279qsk-asus-27-full-hd-5-ms-displayportorhdmiorusborvga-negro-98692739.html,27.0,Inch3,0.08761682242990654
143,"Monitor - 1C4Z6AA HP, 24"", WUXGA, 5 ms, Displayport|HDMI|USB|USB-C, ",404.81,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-1c4z6aa-hp-24-full-hd-5-ms-displayportorhdmiorusborusb-c-plata-98691491.html,24.0,Inch1,0.05928707294780267
144,"Monitor gaming - 9SV80AA#ABB HP, 21"", Full-HD, 5 ms, DVI|HDMI|USB|VGA, ",128.2,HP,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-9sv80aaabb-hp-21-full-hd-5-ms-dviorhdmiorusborvga-negro-98692374.html,21.0,Inch1,0.1638065522620905
145,"Monitor - 241V8LA/00 PHILIPS, 23,8"", Full-HD, 4 ms, HDMI|USB, ",132.02,PHILIPS,1,1.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-241v8la00-philips-24-full-hd-4-ms-hdmiorusb-negro-98691960.html,23.8,Inch1,0.18027571580063625
146,"Monitor - 242E1GAEZ/00 PHILIPS, 24"", Full-HD, 1 ms, DVI|Displayport|HDMI|USB, ",198.48,PHILIPS,0,0.0,Brand New,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-242e1gaez00-philips-24-full-hd-1-ms-dviordisplayportorhdmiorusb-negro-98693737.html,24.0,Inch1,0.12091898428053205
